0.5	46524.0
0.5	46524.0
0.5	46524.0
1	69705.0
1	69705.0
1	69705.0
10	123615.0
10	123615.0
10	123615.0
5	81786.0
5	81786.0
5	81786.0
0.5	94564.0
0.5	94564.0
0.5	94564.0
1	85758.0
1	85758.0
1	85758.0
10	73554.0
10	73554.0
10	73554.0
5	103975.0
5	103975.0
5	103975.0
0.5	109584.0
0.5	109584.0
0.5	109584.0
1	129676.0
1	129676.0
1	129676.0
10	300039.0
10	300039.0
10	300039.0
5	258768.0
5	258768.0
5	258768.0
0.5	60943.0
0.5	60943.0
0.5	60943.0
1	84333.0
1	84333.0
1	84333.0
10	154533.0
10	154533.0
10	154533.0
5	118606.0
5	118606.0
5	118606.0
0.5	161756.0
0.5	161756.0
0.5	161756.0
1	215277.0
1	215277.0
1	215277.0
10	394616.0
10	394616.0
10	394616.0
5	367980.0
5	367980.0
5	367980.0
0.5	14456.0
0.5	14456.0
1	22822.0
1	22822.0
1	22822.0
10	43788.0
10	43788.0
10	43788.0
5	34809.0
5	34809.0
5	34809.0
0.5	176369.0
0.5	176369.0
0.5	176369.0
1	282829.0
1	282829.0
1	282829.0
10	340701.0
10	340701.0
10	340701.0
5	315206.0
5	315206.0
5	315206.0
0.5	303125.0
0.5	303125.0
0.5	303125.0
1	328659.0
1	328659.0
1	328659.0
10	700597.0
10	700597.0
10	700597.0
5	664344.0
5	664344.0
5	664344.0
0.5	46827.0
0.5	46827.0
0.5	46827.0
1	48493.0
1	48493.0
1	48493.0
10	34563.0
10	34563.0
10	34563.0
5	57687.0
5	57687.0
5	57687.0
