0.5	329.0
0.5	329.0
0.5	329.0
1	556.0
1	556.0
1	556.0
10	1005.0
10	1005.0
10	1005.0
5	731.0
5	731.0
5	731.0
0.5	625.0
0.5	625.0
0.5	625.0
1	648.0
1	648.0
1	648.0
10	598.0
10	598.0
10	598.0
5	881.0
5	881.0
5	881.0
0.5	876.0
0.5	876.0
0.5	876.0
1	1129.0
1	1129.0
1	1129.0
10	3307.0
10	3307.0
10	3307.0
5	2496.0
5	2496.0
5	2496.0
0.5	399.0
0.5	399.0
0.5	399.0
1	496.0
1	496.0
1	496.0
10	1440.0
10	1440.0
10	1440.0
5	954.0
5	954.0
5	954.0
0.5	961.0
0.5	961.0
0.5	961.0
1	1312.0
1	1312.0
1	1312.0
10	3648.0
10	3648.0
10	3648.0
5	3085.0
5	3085.0
5	3085.0
0.5	116.0
0.5	116.0
1	215.0
1	215.0
1	215.0
10	356.0
10	356.0
10	356.0
5	283.0
5	283.0
5	283.0
0.5	719.0
0.5	719.0
0.5	719.0
1	1272.0
1	1272.0
1	1272.0
10	2363.0
10	2363.0
10	2363.0
5	1812.0
5	1812.0
5	1812.0
0.5	1753.0
0.5	1753.0
0.5	1753.0
1	1925.0
1	1925.0
1	1925.0
10	5483.0
10	5483.0
10	5483.0
5	4527.0
5	4527.0
5	4527.0
0.5	351.0
0.5	351.0
0.5	351.0
1	400.0
1	400.0
1	400.0
10	281.0
10	281.0
10	281.0
5	469.0
5	469.0
5	469.0
