0.5	277.0
0.5	287.0
0.5	277.0
1	477.0
1	477.0
1	473.0
10	1005.0
10	1005.0
10	1005.0
5	731.0
5	731.0
5	731.0
0.5	509.0
0.5	517.0
0.5	519.0
1	506.0
1	506.0
1	506.0
10	598.0
10	598.0
10	598.0
5	881.0
5	881.0
5	881.0
0.5	869.0
0.5	850.0
0.5	862.0
1	987.0
1	987.0
1	987.0
10	3307.0
10	3307.0
10	3307.0
5	2496.0
5	2496.0
5	2496.0
0.5	264.0
0.5	265.0
0.5	265.0
1	426.0
1	423.0
1	417.0
10	1436.0
10	1436.0
10	1440.0
5	954.0
5	954.0
5	954.0
0.5	713.0
0.5	693.0
0.5	708.0
1	1000.0
1	1005.0
1	1004.0
10	3648.0
10	3168.0
10	3648.0
5	2540.0
5	2540.0
5	2540.0
0.5	116.0
0.5	116.0
1	183.0
1	183.0
1	183.0
10	356.0
10	356.0
10	356.0
5	283.0
5	283.0
5	283.0
0.5	505.0
0.5	505.0
0.5	505.0
1	924.0
1	914.0
1	929.0
10	2363.0
10	2363.0
10	2363.0
5	1558.0
5	1456.0
5	1558.0
0.5	1426.0
0.5	1426.0
0.5	1426.0
1	1584.0
1	1647.0
1	1584.0
10	5150.0
10	5150.0
10	5150.0
5	3825.0
5	3582.0
5	3677.0
0.5	305.0
0.5	305.0
0.5	340.0
1	351.0
1	351.0
1	351.0
10	281.0
10	281.0
10	281.0
5	469.0
5	469.0
5	469.0
