0.5	44769.0
0.5	44889.0
0.5	44769.0
1	67611.0
1	67144.0
1	67081.0
10	123615.0
10	123615.0
10	123615.0
5	81786.0
5	81786.0
5	81786.0
0.5	91488.0
0.5	91410.0
0.5	91527.0
1	80930.0
1	80930.0
1	80930.0
10	73554.0
10	73554.0
10	73554.0
5	103975.0
5	103975.0
5	103975.0
0.5	109262.0
0.5	109391.0
0.5	109726.0
1	129898.0
1	129806.0
1	129524.0
10	300039.0
10	300039.0
10	300039.0
5	258768.0
5	258768.0
5	258768.0
0.5	56072.0
0.5	55745.0
0.5	55859.0
1	80952.0
1	80674.0
1	80353.0
10	155119.0
10	155119.0
10	154533.0
5	118606.0
5	118606.0
5	118606.0
0.5	153078.0
0.5	152731.0
0.5	153864.0
1	202892.0
1	199794.0
1	198307.0
10	394616.0
10	374400.0
10	394616.0
5	346180.0
5	346180.0
5	346180.0
0.5	14456.0
0.5	14456.0
1	22509.0
1	22509.0
1	22509.0
10	43788.0
10	43788.0
10	43788.0
5	34809.0
5	34809.0
5	34809.0
0.5	160945.0
0.5	160627.0
0.5	161673.0
1	262969.0
1	258917.0
1	261789.0
10	340701.0
10	340701.0
10	340701.0
5	297387.0
5	288728.0
5	297387.0
0.5	298369.0
0.5	298369.0
0.5	298369.0
1	308872.0
1	312250.0
1	308630.0
10	684240.0
10	684240.0
10	691966.0
5	625809.0
5	630622.0
5	609244.0
0.5	45327.0
0.5	45327.0
0.5	46177.0
1	46827.0
1	46827.0
1	46827.0
10	34563.0
10	34563.0
10	34563.0
5	57687.0
5	57687.0
5	57687.0
