0.5	1.209726443768997
0.5	1.209726443768997
0.5	1.209726443768997
1	1.0521582733812949
1	1.0521582733812949
1	1.0521582733812949
10	1.0
10	1.0
10	1.0
5	0.9151846785225718
5	0.9151846785225718
5	0.9151846785225718
0.5	1.272
0.5	1.272
0.5	1.272
1	1.1080246913580247
1	1.1080246913580247
1	1.1080246913580247
10	1.0
10	1.0
10	1.0
5	0.9477866061293984
5	0.9477866061293984
5	0.9477866061293984
0.5	3.0753424657534247
0.5	3.0753424657534247
0.5	3.0753424657534247
1	2.4853852967227636
1	2.4853852967227636
1	2.4853852967227636
10	0.8784396734200182
10	0.8784396734200182
10	0.8784396734200182
5	1.0352564102564104
5	1.0352564102564104
5	1.0352564102564104
0.5	1.2305764411027569
0.5	1.2305764411027569
0.5	1.2305764411027569
1	1.7116935483870968
1	1.7116935483870968
1	1.7116935483870968
10	0.8027777777777778
10	0.8027777777777778
10	0.8027777777777778
5	0.9916142557651991
5	0.9916142557651991
5	0.9916142557651991
0.5	1.396462018730489
0.5	1.396462018730489
0.5	1.396462018730489
1	1.618140243902439
1	1.618140243902439
1	1.618140243902439
10	0.8714364035087719
10	0.8714364035087719
10	0.8714364035087719
5	1.0304700162074554
5	1.0304700162074554
5	1.0304700162074554
0.5	1.043103448275862
0.5	1.043103448275862
1	0.8511627906976744
1	0.8511627906976744
1	0.8511627906976744
10	1.0
10	1.0
10	1.0
5	1.0
5	1.0
5	1.0
0.5	1.564673157162726
0.5	1.564673157162726
0.5	1.564673157162726
1	1.429245283018868
1	1.429245283018868
1	1.429245283018868
10	0.7541261108760051
10	0.7541261108760051
10	0.7541261108760051
5	0.9933774834437086
5	0.9933774834437086
5	0.9933774834437086
0.5	4.057615516257844
0.5	4.057615516257844
0.5	4.057615516257844
1	3.7194805194805194
1	3.7194805194805194
1	3.7194805194805194
10	1.3421484588728798
10	1.3421484588728798
10	1.3421484588728798
5	1.5968632648553125
5	1.5968632648553125
5	1.5968632648553125
0.5	1.1139601139601139
0.5	1.1139601139601139
0.5	1.1139601139601139
1	0.9775
1	0.9775
1	0.9775
10	1.0
10	1.0
10	1.0
5	1.0
5	1.0
5	1.0
